116141,28,11
116142,31,11
121141,27,12
121142,27,12
122141,26,12
122142,27,12
123141,28,12
123142,26,12
12y141,0,12
12y142,0,12
131141,31,13
141141,32,14
141142,32,14
141143,33,14
142141,26,14
142142,26,14
161141,30,16
161142,27,16
163141,13,16
163142,25,16
163143,31,16
163144,5,16
164141,30,16
164142,28,16
165141,21,16
165142,23,16
166142,23,16
172141,29,17
172142,24,17
174141,25,17
174142,24,17
175142,28,17
191141,31,19
191142,30,19
191143,31,19
191144,31,19
191145,31,19
192141,30,19
192142,25,19
193141,27,19
193142,26,19
181141,22,20
3502141,30,42
042143,30,04
052146,39,05
054142,30,05
060141,32,06
061143,26,06
064142,30,06
071143,24,07
072143,33,07
074142,26,07
075143,29,07
080141,29,08
081142,39,08
083141,32,08
166141,20,16
171141,31,17
173141,21,17
175141,28,17
231141,34,23
231142,33,23
232141,30,23
232142,31,23
201143,25,18
201144,10,18
201145,24,18
201146,6,18
084152,28,08
085151,30,08
086151,31,08
086152,30,08
087151,34,08
088151,35,08
089151,32,08
089152,32,08
091151,26,09
091152,26,09
091153,26,09
091154,26,09
111151,31,11
111152,30,11
113151,31,11
113152,30,11
114151,30,11
114152,30,11
114153,30,11
115151,29,11
115152,29,11
115153,29,11
116151,31,11
116152,31,11
121151,29,12
121152,29,12
122151,31,12
122152,30,12
123151,30,12
123152,31,12
12y151,42,12
12y152,41,12
131151,28,13
141151,31,14
141152,30,14
141153,30,14
142151,25,14
142152,25,14
161151,24,16
161152,24,16
163151,29,16
163152,7,16
163153,22,16
010151,29,01
x11151,29,01
x11152,29,01
x11153,29,01
x11154,30,01
x11155,30,01
x16151,30,01
020151,28,02
021151,29,02
021153,31,02
021154,30,02
022151,30,02
022152,29,02
024151,30,02
025151,23,02
026151,29,02
026152,28,02
030151,29,03
031151,30,03
031152,30,03
031153,30,03
031154,30,03
031155,28,03
033151,33,03
033152,32,03
034151,28,03
034152,28,03
042154,30,04
040151,30,04
041151,28,04
042151,30,04
042152,31,04
043151,42,04
045151,29,04
045152,26,04
050151,35,05
051151,31,05
051152,27,05
051153,32,05
051154,24,05
052151,29,05
052152,29,05
052153,32,05
052154,30,05
052155,32,05
052156,29,05
052157,30,05
054151,30,05
054152,29,05
055151,28,05
055152,29,05
060151,30,06
061151,30,06
061152,30,06
061153,29,06
061154,29,06
064151,28,06
064152,27,06
071151,23,07
071152,23,07
071153,23,07
072151,31,07
072152,30,07
072153,30,07
072154,30,07
072155,30,07
074151,30,07
074152,30,07
075151,30,07
075152,29,07
075153,29,07
080151,35,08
080152,35,08
081151,47,08
081152,47,08
082151,29,08
082152,29,08
083151,34,08
084151,29,08
142153,25,14
164151,26,16
164152,25,16
165151,24,16
165152,25,16
166151,21,16
166152,21,16
171151,32,17
172151,30,17
172152,29,17
173151,22,17
174151,28,17
174152,28,17
175151,28,17
175152,29,17
201151,30,18
201152,29,18
191151,32,19
191152,31,19
191153,31,19
191154,31,19
191155,32,19
192151,30,19
192152,30,19
193151,30,19
193152,30,19
181151,35,20
231151,30,23
231152,30,23
231153,30,23
232151,31,23
232152,30,23
232153,30,23
042153,29,04
071154,22,07
201153,20,18
201154,15,18
201155,20,18
201156,15,18
